userId	geneSymbol	geneName	entrezgene	gLink
ENSMUSG00000025352	Gdf11	growth differentiation factor 11	14561	https://www.ncbi.nlm.nih.gov/gene/?term=14561
ENSMUSG00000025353	Ormdl2	ORM1-like 2 (S. cerevisiae)	66844	https://www.ncbi.nlm.nih.gov/gene/?term=66844
ENSMUSG00000025366	Esyt1	extended synaptotagmin-like protein 1	23943	https://www.ncbi.nlm.nih.gov/gene/?term=23943
ENSMUSG00000025464	Paox	polyamine oxidase (exo-N4-amino)	212503	https://www.ncbi.nlm.nih.gov/gene/?term=212503
ENSMUSG00000025816	Sec61a2	Sec61, alpha subunit 2 (S. cerevisiae)	57743	https://www.ncbi.nlm.nih.gov/gene/?term=57743
ENSMUSG00000025950	Idh1	isocitrate dehydrogenase 1 (NADP+), soluble	15926	https://www.ncbi.nlm.nih.gov/gene/?term=15926
ENSMUSG00000026064	Ptp4a1	protein tyrosine phosphatase 4a1	19243	https://www.ncbi.nlm.nih.gov/gene/?term=19243
ENSMUSG00000026112	Coa5	cytochrome C oxidase assembly factor 5	76178	https://www.ncbi.nlm.nih.gov/gene/?term=76178
ENSMUSG00000026227	2810459M11Rik	RIKEN cDNA 2810459M11 gene	72792	https://www.ncbi.nlm.nih.gov/gene/?term=72792
ENSMUSG00000026433	Rab29	RAB29, member RAS oncogene family	226422	https://www.ncbi.nlm.nih.gov/gene/?term=226422
ENSMUSG00000027088	Phospho2	phosphatase, orphan 2	73373	https://www.ncbi.nlm.nih.gov/gene/?term=73373
ENSMUSG00000027363	Usp8	ubiquitin specific peptidase 8	84092	https://www.ncbi.nlm.nih.gov/gene/?term=84092
ENSMUSG00000027544	Nfatc2	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2	18019	https://www.ncbi.nlm.nih.gov/gene/?term=18019
ENSMUSG00000028099	Polr3c	polymerase (RNA) III (DNA directed) polypeptide C	74414	https://www.ncbi.nlm.nih.gov/gene/?term=74414
ENSMUSG00000028150	Rorc	RAR-related orphan receptor gamma	19885	https://www.ncbi.nlm.nih.gov/gene/?term=19885
ENSMUSG00000028247	Coq3	coenzyme Q3 methyltransferase	230027	https://www.ncbi.nlm.nih.gov/gene/?term=230027
ENSMUSG00000028402	Mpdz	multiple PDZ domain protein	17475	https://www.ncbi.nlm.nih.gov/gene/?term=17475
ENSMUSG00000028405	Aco1	aconitase 1	11428	https://www.ncbi.nlm.nih.gov/gene/?term=11428
ENSMUSG00000028527	Ak4	adenylate kinase 4	11639	https://www.ncbi.nlm.nih.gov/gene/?term=11639
ENSMUSG00000028545	Bend5	BEN domain containing 5	67621	https://www.ncbi.nlm.nih.gov/gene/?term=67621
ENSMUSG00000028645	Slc2a1	solute carrier family 2 (facilitated glucose transporter), member 1	20525	https://www.ncbi.nlm.nih.gov/gene/?term=20525
ENSMUSG00000028696	Ipp	IAP promoted placental gene	16351	https://www.ncbi.nlm.nih.gov/gene/?term=16351
ENSMUSG00000029090	Adgra3	adhesion G protein-coupled receptor A3	70693	https://www.ncbi.nlm.nih.gov/gene/?term=70693
ENSMUSG00000029093	Sorcs2	sortilin-related VPS10 domain containing receptor 2	81840	https://www.ncbi.nlm.nih.gov/gene/?term=81840
ENSMUSG00000029304	Spp1	secreted phosphoprotein 1	20750	https://www.ncbi.nlm.nih.gov/gene/?term=20750
ENSMUSG00000029446	Psph	phosphoserine phosphatase	100678	https://www.ncbi.nlm.nih.gov/gene/?term=100678
ENSMUSG00000029622	Arpc1b	actin related protein 2/3 complex, subunit 1B	11867	https://www.ncbi.nlm.nih.gov/gene/?term=11867
ENSMUSG00000029778	Adcyap1r1	adenylate cyclase activating polypeptide 1 receptor 1	11517	https://www.ncbi.nlm.nih.gov/gene/?term=11517
ENSMUSG00000029810	Tmem176b	transmembrane protein 176B	65963	https://www.ncbi.nlm.nih.gov/gene/?term=65963
ENSMUSG00000030020	Prickle2	prickle planar cell polarity protein 2	243548	https://www.ncbi.nlm.nih.gov/gene/?term=243548
ENSMUSG00000030413	Pglyrp1	peptidoglycan recognition protein 1	21946	https://www.ncbi.nlm.nih.gov/gene/?term=21946
ENSMUSG00000030649	Anapc15	anaphase prompoting complex C subunit 15	75430	https://www.ncbi.nlm.nih.gov/gene/?term=75430
ENSMUSG00000031819	Emc8	ER membrane protein complex subunit 8	18117	https://www.ncbi.nlm.nih.gov/gene/?term=18117
ENSMUSG00000032066	Bco2	beta-carotene oxygenase 2	170752	https://www.ncbi.nlm.nih.gov/gene/?term=170752
ENSMUSG00000032193	Ldlr	low density lipoprotein receptor	16835	https://www.ncbi.nlm.nih.gov/gene/?term=16835
ENSMUSG00000032504	Pdcd6ip	programmed cell death 6 interacting protein	18571	https://www.ncbi.nlm.nih.gov/gene/?term=18571
ENSMUSG00000032517	Mobp	myelin-associated oligodendrocytic basic protein	17433	https://www.ncbi.nlm.nih.gov/gene/?term=17433
ENSMUSG00000032540	Abhd5	abhydrolase domain containing 5	67469	https://www.ncbi.nlm.nih.gov/gene/?term=67469
ENSMUSG00000032673	Prorsd1	prolyl-tRNA synthetase domain containing 1	67939	https://www.ncbi.nlm.nih.gov/gene/?term=67939
ENSMUSG00000032733	Snx33	sorting nexin 33	235406	https://www.ncbi.nlm.nih.gov/gene/?term=235406
ENSMUSG00000032908	Sgpp2	sphingosine-1-phosphate phosphotase 2	433323	https://www.ncbi.nlm.nih.gov/gene/?term=433323
ENSMUSG00000033170	Card10	caspase recruitment domain family, member 10	105844	https://www.ncbi.nlm.nih.gov/gene/?term=105844
ENSMUSG00000033191	Tie1	tyrosine kinase with immunoglobulin-like and EGF-like domains 1	21846	https://www.ncbi.nlm.nih.gov/gene/?term=21846
ENSMUSG00000033730	Egr3	early growth response 3	13655	https://www.ncbi.nlm.nih.gov/gene/?term=13655
ENSMUSG00000033769	Exoc6b	exocyst complex component 6B	75914	https://www.ncbi.nlm.nih.gov/gene/?term=75914
ENSMUSG00000034826	Nup54	nucleoporin 54	269113	https://www.ncbi.nlm.nih.gov/gene/?term=269113
ENSMUSG00000035107	Dcbld2	discoidin, CUB and LCCL domain containing 2	73379	https://www.ncbi.nlm.nih.gov/gene/?term=73379
ENSMUSG00000035901	Dennd5a	DENN/MADD domain containing 5A	19347	https://www.ncbi.nlm.nih.gov/gene/?term=19347
ENSMUSG00000035936	Aldh5a1	aldhehyde dehydrogenase family 5, subfamily A1	214579	https://www.ncbi.nlm.nih.gov/gene/?term=214579
ENSMUSG00000035960	Apex1	apurinic/apyrimidinic endonuclease 1	11792	https://www.ncbi.nlm.nih.gov/gene/?term=11792
ENSMUSG00000036155	Mgat5	mannoside acetylglucosaminyltransferase 5	107895	https://www.ncbi.nlm.nih.gov/gene/?term=107895
ENSMUSG00000036528	Ppfibp2	PTPRF interacting protein, binding protein 2 (liprin beta 2)	19024	https://www.ncbi.nlm.nih.gov/gene/?term=19024
ENSMUSG00000036560	Lgi4	leucine-rich repeat LGI family, member 4	243914	https://www.ncbi.nlm.nih.gov/gene/?term=243914
ENSMUSG00000036639	Nudt1	nudix (nucleoside diphosphate linked moiety X)-type motif 1	17766	https://www.ncbi.nlm.nih.gov/gene/?term=17766
ENSMUSG00000037031	Tspan15	tetraspanin 15	70423	https://www.ncbi.nlm.nih.gov/gene/?term=70423
ENSMUSG00000037432	Fer1l5	fer-1-like 5 (C. elegans)	100534273	https://www.ncbi.nlm.nih.gov/gene/?term=100534273
ENSMUSG00000038058	Nod1	nucleotide-binding oligomerization domain containing 1	107607	https://www.ncbi.nlm.nih.gov/gene/?term=107607
ENSMUSG00000038094	Atp13a4	ATPase type 13A4	224079	https://www.ncbi.nlm.nih.gov/gene/?term=224079
ENSMUSG00000038542	Pcid2	PCI domain containing 2	234069	https://www.ncbi.nlm.nih.gov/gene/?term=234069
ENSMUSG00000038860	Garnl3	GTPase activating RANGAP domain-like 3	99326	https://www.ncbi.nlm.nih.gov/gene/?term=99326
ENSMUSG00000039007	Cpq	carboxypeptidase Q	54381	https://www.ncbi.nlm.nih.gov/gene/?term=54381
ENSMUSG00000039252	Lgi2	leucine-rich repeat LGI family, member 2	246316	https://www.ncbi.nlm.nih.gov/gene/?term=246316
ENSMUSG00000039428	Tmem135	transmembrane protein 135	72759	https://www.ncbi.nlm.nih.gov/gene/?term=72759
ENSMUSG00000039523	Cep104	centrosomal protein 104	230967	https://www.ncbi.nlm.nih.gov/gene/?term=230967
ENSMUSG00000039840	Epg5	ectopic P-granules autophagy protein 5 homolog (C. elegans)	100502841	https://www.ncbi.nlm.nih.gov/gene/?term=100502841
ENSMUSG00000040043	Rbms2	RNA binding motif, single stranded interacting protein 2	56516	https://www.ncbi.nlm.nih.gov/gene/?term=56516
ENSMUSG00000040102	Klhl42	kelch-like 42	232539	https://www.ncbi.nlm.nih.gov/gene/?term=232539
ENSMUSG00000040158	Tax1bp3	Tax1 (human T cell leukemia virus type I) binding protein 3	76281	https://www.ncbi.nlm.nih.gov/gene/?term=76281
ENSMUSG00000040771	Oard1	O-acyl-ADP-ribose deacylase 1	106821	https://www.ncbi.nlm.nih.gov/gene/?term=106821
ENSMUSG00000041187	Prkd2	protein kinase D2	101540	https://www.ncbi.nlm.nih.gov/gene/?term=101540
ENSMUSG00000041205	Map6d1	MAP6 domain containing 1	208158	https://www.ncbi.nlm.nih.gov/gene/?term=208158
ENSMUSG00000042229	Rabif	RAB interacting factor	98710	https://www.ncbi.nlm.nih.gov/gene/?term=98710
ENSMUSG00000042289	Hsd3b7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	101502	https://www.ncbi.nlm.nih.gov/gene/?term=101502
ENSMUSG00000042320	Prox2	prospero homeobox 2	73422	https://www.ncbi.nlm.nih.gov/gene/?term=73422
ENSMUSG00000042613	Pbxip1	pre B cell leukemia transcription factor interacting protein 1	229534	https://www.ncbi.nlm.nih.gov/gene/?term=229534
ENSMUSG00000042797	Aqp11	aquaporin 11	66333	https://www.ncbi.nlm.nih.gov/gene/?term=66333
ENSMUSG00000043162	Pyurf	Pigy upstream reading frame	66459	https://www.ncbi.nlm.nih.gov/gene/?term=66459
ENSMUSG00000043518	Rai2	retinoic acid induced 2	24004	https://www.ncbi.nlm.nih.gov/gene/?term=24004
ENSMUSG00000044783	A730008H23Rik	RIKEN cDNA A730008H23 gene	212427	https://www.ncbi.nlm.nih.gov/gene/?term=212427
ENSMUSG00000044783	Hjurp	Holliday junction recognition protein	381280	https://www.ncbi.nlm.nih.gov/gene/?term=381280
ENSMUSG00000044811	Cd300c2	CD300C molecule 2	140497	https://www.ncbi.nlm.nih.gov/gene/?term=140497
ENSMUSG00000044968	Napepld	N-acyl phosphatidylethanolamine phospholipase D	242864	https://www.ncbi.nlm.nih.gov/gene/?term=242864
ENSMUSG00000045639	Zfp629	zinc finger protein 629	320683	https://www.ncbi.nlm.nih.gov/gene/?term=320683
ENSMUSG00000046352	Gjb2	gap junction protein, beta 2	14619	https://www.ncbi.nlm.nih.gov/gene/?term=14619
ENSMUSG00000046541	Zfp526	zinc finger protein 526	210172	https://www.ncbi.nlm.nih.gov/gene/?term=210172
ENSMUSG00000046572	Zfp518b	zinc finger protein 518B	100515	https://www.ncbi.nlm.nih.gov/gene/?term=100515
ENSMUSG00000047250	Ptgs1	prostaglandin-endoperoxide synthase 1	19224	https://www.ncbi.nlm.nih.gov/gene/?term=19224
ENSMUSG00000047485	Klhl34	kelch-like 34	245683	https://www.ncbi.nlm.nih.gov/gene/?term=245683
ENSMUSG00000048439	Nupl2	nucleoporin like 2	231042	https://www.ncbi.nlm.nih.gov/gene/?term=231042
ENSMUSG00000049657	Zbtb5	zinc finger and BTB domain containing 5	230119	https://www.ncbi.nlm.nih.gov/gene/?term=230119
ENSMUSG00000050234	Gja4	gap junction protein, alpha 4	14612	https://www.ncbi.nlm.nih.gov/gene/?term=14612
ENSMUSG00000050312	Nsun3	NOL1/NOP2/Sun domain family member 3	106338	https://www.ncbi.nlm.nih.gov/gene/?term=106338
ENSMUSG00000050619	Zscan29	zinc finger SCAN domains 29	99334	https://www.ncbi.nlm.nih.gov/gene/?term=99334
ENSMUSG00000050666	Vstm4	V-set and transmembrane domain containing 4	320736	https://www.ncbi.nlm.nih.gov/gene/?term=320736
ENSMUSG00000051669	AU021092	expressed sequence AU021092	239691	https://www.ncbi.nlm.nih.gov/gene/?term=239691
ENSMUSG00000051910	Sox6	SRY (sex determining region Y)-box 6	20679	https://www.ncbi.nlm.nih.gov/gene/?term=20679
ENSMUSG00000053414	Hunk	hormonally upregulated Neu-associated kinase	26559	https://www.ncbi.nlm.nih.gov/gene/?term=26559
ENSMUSG00000053930	Shisa6	shisa family member 6	380702	https://www.ncbi.nlm.nih.gov/gene/?term=380702
ENSMUSG00000054008	Ndst1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	15531	https://www.ncbi.nlm.nih.gov/gene/?term=15531
ENSMUSG00000054381	Zfp747	zinc finger protein 747	269997	https://www.ncbi.nlm.nih.gov/gene/?term=269997
ENSMUSG00000054517	Trim65	tripartite motif-containing 65	338364	https://www.ncbi.nlm.nih.gov/gene/?term=338364
ENSMUSG00000054958	Nt5c1a	5'-nucleotidase, cytosolic IA	230718	https://www.ncbi.nlm.nih.gov/gene/?term=230718
ENSMUSG00000055053	Nfic	nuclear factor I/C	18029	https://www.ncbi.nlm.nih.gov/gene/?term=18029
ENSMUSG00000056306	Sertm1	serine rich and transmembrane domain containing 1	329641	https://www.ncbi.nlm.nih.gov/gene/?term=329641
ENSMUSG00000062116	Zfp954	zinc finger protein 954	232853	https://www.ncbi.nlm.nih.gov/gene/?term=232853
ENSMUSG00000062960	Kdr	kinase insert domain protein receptor	16542	https://www.ncbi.nlm.nih.gov/gene/?term=16542
ENSMUSG00000064138	Fam172a	family with sequence similarity 172, member A	68675	https://www.ncbi.nlm.nih.gov/gene/?term=68675
ENSMUSG00000064246	Chil1	chitinase-like 1	12654	https://www.ncbi.nlm.nih.gov/gene/?term=12654
ENSMUSG00000067150	Xpo5	exportin 5	72322	https://www.ncbi.nlm.nih.gov/gene/?term=72322
ENSMUSG00000067212	H2-T23	histocompatibility 2, T region locus 23	15040	https://www.ncbi.nlm.nih.gov/gene/?term=15040
ENSMUSG00000068220	Lgals1	lectin, galactose binding, soluble 1	16852	https://www.ncbi.nlm.nih.gov/gene/?term=16852
ENSMUSG00000069763	Tmem100	transmembrane protein 100	67888	https://www.ncbi.nlm.nih.gov/gene/?term=67888
ENSMUSG00000070372	Capza1	capping protein (actin filament) muscle Z-line, alpha 1	12340	https://www.ncbi.nlm.nih.gov/gene/?term=12340
ENSMUSG00000070737	Tmem35b	transmembrane protein 35B	100039968	https://www.ncbi.nlm.nih.gov/gene/?term=100039968
ENSMUSG00000071856	Mcc	mutated in colorectal cancers	328949	https://www.ncbi.nlm.nih.gov/gene/?term=328949
ENSMUSG00000072623	Zfp9	zinc finger protein 9	22750	https://www.ncbi.nlm.nih.gov/gene/?term=22750
ENSMUSG00000074218	Cox7a1	cytochrome c oxidase subunit 7A1	12865	https://www.ncbi.nlm.nih.gov/gene/?term=12865
ENSMUSG00000074766	Ism1	isthmin 1, angiogenesis inhibitor	319909	https://www.ncbi.nlm.nih.gov/gene/?term=319909
ENSMUSG00000074793	Hspa12b	heat shock protein 12B	72630	https://www.ncbi.nlm.nih.gov/gene/?term=72630
ENSMUSG00000076435	Acsf2	acyl-CoA synthetase family member 2	264895	https://www.ncbi.nlm.nih.gov/gene/?term=264895
ENSMUSG00000079157	Fam155a	family with sequence similarity 155, member A	270028	https://www.ncbi.nlm.nih.gov/gene/?term=270028
ENSMUSG00000091764	Zfp964	zinc finger protein 964	636741	https://www.ncbi.nlm.nih.gov/gene/?term=636741
ENSMUSG00000095325	Zfp870	zinc finger protein 870	240066	https://www.ncbi.nlm.nih.gov/gene/?term=240066
ENSMUSG00000000142	Axin2	axin 2	12006	https://www.ncbi.nlm.nih.gov/gene/?term=12006
ENSMUSG00000001034	Mapk7	mitogen-activated protein kinase 7	23939	https://www.ncbi.nlm.nih.gov/gene/?term=23939
ENSMUSG00000001240	Ramp2	receptor (calcitonin) activity modifying protein 2	54409	https://www.ncbi.nlm.nih.gov/gene/?term=54409
ENSMUSG00000001521	Tulp3	tubby-like protein 3	22158	https://www.ncbi.nlm.nih.gov/gene/?term=22158
ENSMUSG00000002835	Chaf1a	chromatin assembly factor 1, subunit A (p150)	27221	https://www.ncbi.nlm.nih.gov/gene/?term=27221
ENSMUSG00000003420	Fcgrt	Fc receptor, IgG, alpha chain transporter	14132	https://www.ncbi.nlm.nih.gov/gene/?term=14132
ENSMUSG00000003541	Ier3	immediate early response 3	15937	https://www.ncbi.nlm.nih.gov/gene/?term=15937
ENSMUSG00000004270	Lpcat3	lysophosphatidylcholine acyltransferase 3	14792	https://www.ncbi.nlm.nih.gov/gene/?term=14792
ENSMUSG00000004317	Clcn5	chloride channel, voltage-sensitive 5	12728	https://www.ncbi.nlm.nih.gov/gene/?term=12728
ENSMUSG00000004768	Rab23	RAB23, member RAS oncogene family	19335	https://www.ncbi.nlm.nih.gov/gene/?term=19335
ENSMUSG00000005102	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	27103	https://www.ncbi.nlm.nih.gov/gene/?term=27103
ENSMUSG00000005198	Polr2a	polymerase (RNA) II (DNA directed) polypeptide A	20020	https://www.ncbi.nlm.nih.gov/gene/?term=20020
ENSMUSG00000005501	Usp40	ubiquitin specific peptidase 40	227334	https://www.ncbi.nlm.nih.gov/gene/?term=227334
ENSMUSG00000006241	Ccdc159	coiled-coil domain containing 159	67119	https://www.ncbi.nlm.nih.gov/gene/?term=67119
ENSMUSG00000006307	Kmt2b	lysine (K)-specific methyltransferase 2B	75410	https://www.ncbi.nlm.nih.gov/gene/?term=75410
ENSMUSG00000006390	Elovl1	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1	54325	https://www.ncbi.nlm.nih.gov/gene/?term=54325
ENSMUSG00000006519	Cyba	cytochrome b-245, alpha polypeptide	13057	https://www.ncbi.nlm.nih.gov/gene/?term=13057
ENSMUSG00000006711	D130043K22Rik	RIKEN cDNA D130043K22 gene	210108	https://www.ncbi.nlm.nih.gov/gene/?term=210108
ENSMUSG00000011884	Gltp	glycolipid transfer protein	56356	https://www.ncbi.nlm.nih.gov/gene/?term=56356
ENSMUSG00000015647	Lama5	laminin, alpha 5	16776	https://www.ncbi.nlm.nih.gov/gene/?term=16776
ENSMUSG00000015653	Steap2	six transmembrane epithelial antigen of prostate 2	74051	https://www.ncbi.nlm.nih.gov/gene/?term=74051
ENSMUSG00000015950	Ncf1	neutrophil cytosolic factor 1	17969	https://www.ncbi.nlm.nih.gov/gene/?term=17969
ENSMUSG00000016933	Plcg1	phospholipase C, gamma 1	18803	https://www.ncbi.nlm.nih.gov/gene/?term=18803
ENSMUSG00000019461	Plscr3	phospholipid scramblase 3	70310	https://www.ncbi.nlm.nih.gov/gene/?term=70310
ENSMUSG00000019823	Mical1	microtubule associated monooxygenase, calponin and LIM domain containing 1	171580	https://www.ncbi.nlm.nih.gov/gene/?term=171580
ENSMUSG00000020099	Unc5b	unc-5 netrin receptor B	107449	https://www.ncbi.nlm.nih.gov/gene/?term=107449
ENSMUSG00000020175	Rab36	RAB36, member RAS oncogene family	76877	https://www.ncbi.nlm.nih.gov/gene/?term=76877
ENSMUSG00000020287	Mpg	N-methylpurine-DNA glycosylase	268395	https://www.ncbi.nlm.nih.gov/gene/?term=268395
ENSMUSG00000020334	Slc22a4	solute carrier family 22 (organic cation transporter), member 4	30805	https://www.ncbi.nlm.nih.gov/gene/?term=30805
ENSMUSG00000020439	Smtn	smoothelin	29856	https://www.ncbi.nlm.nih.gov/gene/?term=29856
ENSMUSG00000020532	Acaca	acetyl-Coenzyme A carboxylase alpha	107476	https://www.ncbi.nlm.nih.gov/gene/?term=107476
ENSMUSG00000020576	Nbas	neuroblastoma amplified sequence	71169	https://www.ncbi.nlm.nih.gov/gene/?term=71169
ENSMUSG00000020681	Ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	11421	https://www.ncbi.nlm.nih.gov/gene/?term=11421
ENSMUSG00000021253	Tgfb3	transforming growth factor, beta 3	21809	https://www.ncbi.nlm.nih.gov/gene/?term=21809
ENSMUSG00000021294	Kif26a	kinesin family member 26A	668303	https://www.ncbi.nlm.nih.gov/gene/?term=668303
ENSMUSG00000021703	Serinc5	serine incorporator 5	218442	https://www.ncbi.nlm.nih.gov/gene/?term=218442
ENSMUSG00000022091	Sorbs3	sorbin and SH3 domain containing 3	20410	https://www.ncbi.nlm.nih.gov/gene/?term=20410
ENSMUSG00000022425	Enpp2	ectonucleotide pyrophosphatase/phosphodiesterase 2	18606	https://www.ncbi.nlm.nih.gov/gene/?term=18606
ENSMUSG00000022475	Hdac7	histone deacetylase 7	56233	https://www.ncbi.nlm.nih.gov/gene/?term=56233
ENSMUSG00000022565	Plec	plectin	18810	https://www.ncbi.nlm.nih.gov/gene/?term=18810
ENSMUSG00000022987	Zfp641	zinc finger protein 641	239652	https://www.ncbi.nlm.nih.gov/gene/?term=239652
ENSMUSG00000023977	Ubr2	ubiquitin protein ligase E3 component n-recognin 2	224826	https://www.ncbi.nlm.nih.gov/gene/?term=224826
ENSMUSG00000024050	Wiz	widely-interspaced zinc finger motifs	22404	https://www.ncbi.nlm.nih.gov/gene/?term=22404
ENSMUSG00000024055	Cyp4f13	cytochrome P450, family 4, subfamily f, polypeptide 13	170716	https://www.ncbi.nlm.nih.gov/gene/?term=170716
ENSMUSG00000024247	Pkdcc	protein kinase domain containing, cytoplasmic	106522	https://www.ncbi.nlm.nih.gov/gene/?term=106522
ENSMUSG00000024299	Adamts10	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10	224697	https://www.ncbi.nlm.nih.gov/gene/?term=224697
ENSMUSG00000024335	Brd2	bromodomain containing 2	14312	https://www.ncbi.nlm.nih.gov/gene/?term=14312
ENSMUSG00000024457	Trim26	tripartite motif-containing 26	22670	https://www.ncbi.nlm.nih.gov/gene/?term=22670
ENSMUSG00000024818	Slc25a45	solute carrier family 25, member 45	107375	https://www.ncbi.nlm.nih.gov/gene/?term=107375
ENSMUSG00000024913	Lrp5	low density lipoprotein receptor-related protein 5	16973	https://www.ncbi.nlm.nih.gov/gene/?term=16973
ENSMUSG00000025555	Farp1	FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)	223254	https://www.ncbi.nlm.nih.gov/gene/?term=223254
ENSMUSG00000025745	Hadha	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit	97212	https://www.ncbi.nlm.nih.gov/gene/?term=97212
ENSMUSG00000025857	Dnaaf5	dynein, axonemal assembly factor 5	433956	https://www.ncbi.nlm.nih.gov/gene/?term=433956
ENSMUSG00000026121	Sema4c	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	20353	https://www.ncbi.nlm.nih.gov/gene/?term=20353
ENSMUSG00000026283	Ing5	inhibitor of growth family, member 5	66262	https://www.ncbi.nlm.nih.gov/gene/?term=66262
ENSMUSG00000026442	Nfasc	neurofascin	269116	https://www.ncbi.nlm.nih.gov/gene/?term=269116
ENSMUSG00000026509	Capn2	calpain 2	12334	https://www.ncbi.nlm.nih.gov/gene/?term=12334
ENSMUSG00000026556	Vangl2	VANGL planar cell polarity 2	93840	https://www.ncbi.nlm.nih.gov/gene/?term=93840
ENSMUSG00000026656	Fcgr2b	Fc receptor, IgG, low affinity IIb	14130	https://www.ncbi.nlm.nih.gov/gene/?term=14130
ENSMUSG00000026840	Lamc3	laminin gamma 3	23928	https://www.ncbi.nlm.nih.gov/gene/?term=23928
ENSMUSG00000027200	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	214968	https://www.ncbi.nlm.nih.gov/gene/?term=214968
ENSMUSG00000027254	Map1a	microtubule-associated protein 1 A	17754	https://www.ncbi.nlm.nih.gov/gene/?term=17754
ENSMUSG00000027293	Ehd4	EH-domain containing 4	98878	https://www.ncbi.nlm.nih.gov/gene/?term=98878
ENSMUSG00000027330	Cdc25b	cell division cycle 25B	12531	https://www.ncbi.nlm.nih.gov/gene/?term=12531
ENSMUSG00000027339	Rassf2	Ras association (RalGDS/AF-6) domain family member 2	215653	https://www.ncbi.nlm.nih.gov/gene/?term=215653
ENSMUSG00000027434	Nkx2-2	NK2 homeobox 2	18088	https://www.ncbi.nlm.nih.gov/gene/?term=18088
ENSMUSG00000027474	Ccm2l	cerebral cavernous malformation 2-like	228788	https://www.ncbi.nlm.nih.gov/gene/?term=228788
ENSMUSG00000027562	Car2	carbonic anhydrase 2	12349	https://www.ncbi.nlm.nih.gov/gene/?term=12349
ENSMUSG00000027655	Dhx35	DEAH (Asp-Glu-Ala-His) box polypeptide 35	71715	https://www.ncbi.nlm.nih.gov/gene/?term=71715
ENSMUSG00000028991	Mtor	mechanistic target of rapamycin kinase	56717	https://www.ncbi.nlm.nih.gov/gene/?term=56717
ENSMUSG00000029174	Tbc1d1	TBC1 domain family, member 1	57915	https://www.ncbi.nlm.nih.gov/gene/?term=57915
ENSMUSG00000029309	Sparcl1	SPARC-like 1	13602	https://www.ncbi.nlm.nih.gov/gene/?term=13602
ENSMUSG00000029478	Ncor2	nuclear receptor co-repressor 2	20602	https://www.ncbi.nlm.nih.gov/gene/?term=20602
ENSMUSG00000029860	Zyx	zyxin	22793	https://www.ncbi.nlm.nih.gov/gene/?term=22793
ENSMUSG00000030104	Edem1	ER degradation enhancer, mannosidase alpha-like 1	192193	https://www.ncbi.nlm.nih.gov/gene/?term=192193
ENSMUSG00000030255	Sspn	sarcospan	16651	https://www.ncbi.nlm.nih.gov/gene/?term=16651
ENSMUSG00000030406	Gipr	gastric inhibitory polypeptide receptor	381853	https://www.ncbi.nlm.nih.gov/gene/?term=381853
ENSMUSG00000030513	Pcsk6	proprotein convertase subtilisin/kexin type 6	18553	https://www.ncbi.nlm.nih.gov/gene/?term=18553
ENSMUSG00000030527	Crtc3	CREB regulated transcription coactivator 3	70461	https://www.ncbi.nlm.nih.gov/gene/?term=70461
ENSMUSG00000030534	Vps33b	vacuolar protein sorting 33B	233405	https://www.ncbi.nlm.nih.gov/gene/?term=233405
ENSMUSG00000030806	Stx1b	syntaxin 1B	56216	https://www.ncbi.nlm.nih.gov/gene/?term=56216
ENSMUSG00000030815	Phkg2	phosphorylase kinase, gamma 2 (testis)	68961	https://www.ncbi.nlm.nih.gov/gene/?term=68961
ENSMUSG00000031024	St5	suppression of tumorigenicity 5	76954	https://www.ncbi.nlm.nih.gov/gene/?term=76954
ENSMUSG00000031111	Igsf1	immunoglobulin superfamily, member 1	209268	https://www.ncbi.nlm.nih.gov/gene/?term=209268
ENSMUSG00000031385	Plxnb3	plexin B3	140571	https://www.ncbi.nlm.nih.gov/gene/?term=140571
ENSMUSG00000032119	Hinfp	histone H4 transcription factor	102423	https://www.ncbi.nlm.nih.gov/gene/?term=102423
ENSMUSG00000032340	Neo1	neogenin	18007	https://www.ncbi.nlm.nih.gov/gene/?term=18007
ENSMUSG00000032412	Atp1b3	ATPase, Na+/K+ transporting, beta 3 polypeptide	11933	https://www.ncbi.nlm.nih.gov/gene/?term=11933
ENSMUSG00000032735	Ablim3	actin binding LIM protein family, member 3	319713	https://www.ncbi.nlm.nih.gov/gene/?term=319713
ENSMUSG00000032741	Tpcn1	two pore channel 1	252972	https://www.ncbi.nlm.nih.gov/gene/?term=252972
